Model,Time1,Time2
avNNet,4.682,0.0780333333333333
avNNet,0,0,success
nnet,433.324,7.22206666666667
nnet,0,0,success
pcaNNet,534.187,8.90311666666667
pcaNNet,0,0,success
bag,0.673999999999978,0.011233333333333,error
bagEarth,673.868,11.2311333333333
bagEarth,0,0,success
bagEarthGCV,6864.526,114.408766666667
bagEarthGCV,0,0,success
earth,9110.776,151.846266666667
earth,0,0,success
gcvEarth,9245.155,154.085916666667
gcvEarth,0,0,success
bam,9309.052,155.150866666667
bam,0,0,success
gam,18372.784,306.213066666667
gam,0,0,success
bartMachine,0.408999999999651,0.00681666666666085,error
bayesglm,27911.764,465.196066666667
bayesglm,0,0,success
glm,27936.995,465.616583333333
glm,0,0,success
lm,27941.621,465.693683333333
lm,0,0,success
blackboost,27945.177,465.75295
blackboost,0,0,success
ctree,28586.06,476.434333333333
ctree,0,0,success
ctree2,28633.969,477.232816666667
ctree2,0,0,success
gamboost,28689.742,478.162366666667
gamboost,0,0,success
glmboost,28755.384,479.2564
glmboost,0,0,success
BstLm,28764.979,479.416316666667
BstLm,0,0,success
bstSm,28800.448,480.007466666667
bstSm,0,0,success
bstTree,29471.537,491.192283333333
bstTree,0,0,success
spikeslab,31436.404,523.940066666667
spikeslab,0,0,success
blasso,31466.809,524.446816666667
blasso,0,0,success
blassoAveraged,35250.587,587.509783333333
blassoAveraged,0,0,success
bridge,39068.55,651.1425
bridge,0,0,success
lasso,43379.697,722.99495
lasso,0,0,success
ridge,43393.078,723.217966666667
ridge,0,0,success
brnn,43423.939,723.732316666667
brnn,0,0,success
cubist,1002.783,16.7130500000001,Timeout for  cubist
dnn,46246.073,770.767883333333
dnn,0,0,success
enet,47880.825,798.01375
enet,0,0,success
gamLoess,47923.899,798.73165
gamLoess,0,0,success
svmBoundrangeString,0.451000000000931,0.00751666666668219,error
svmExpoString,0.032999999995809,0.000549999999930151,error
svmLinear,47996.367,799.93945
svmLinear,0,0,success
gbm,48563.083,809.384716666667
gbm,0,0,success
gbm_h2o,83.851999999999,1.39753333333332,error
glmnet,48786.535,813.108916666667
glmnet,0,0,success
glmnet_h2o,82.0399999999936,1.36733333333323,error
glm.nb,48875.777,814.596283333333
glm.nb,0,0,success
glmStepAIC,48942.832,815.713866666667
glmStepAIC,0,0,success
lmStepAIC,50143.445,835.724083333333
lmStepAIC,0,0,success
rlm,50657.376,844.2896
rlm,0,0,success
icr,50711.171,845.186183333333
icr,0,0,success
kernelpls,50731.497,845.52495
kernelpls,0,0,success
pcr,50734.134,845.5689
pcr,0,0,success
simpls,50738.691,845.64485
simpls,0,0,success
kknn,50741.529,845.69215
kknn,0,0,success
knn,51185.905,853.098416666667
knn,0,0,success
lars,51307.968,855.1328
lars,0,0,success
lars2,51311.85,855.1975
lars2,0,0,success
leapBackward,51315.555,855.25925
leapBackward,0,0,success
leapForward,51317.737,855.295616666667
leapForward,0,0,success
leapSeq,51319.895,855.331583333333
leapSeq,0,0,success
logreg,6.08800000000338,0.101466666666723,error
M5,51328.113,855.46855
M5,0,0,success
mlp,51901.687,865.028116666667
mlp,0,0,success
mlpML,52101.198,868.3533
mlpML,0,0,success
mlpWeightDecay,52299.256,871.654266666667
mlpWeightDecay,0,0,success
mlpWeightDecayML,52953.442,882.557366666667
mlpWeightDecayML,0,0,success
mlpKerasDecay,0.765999999995984,0.0127666666665997,error
mlpKerasDropout,0.044000000001688,0.000733333333361467,error
monmlp,53611.608,893.5268
monmlp,0,0,success
msaenet,3971.564,66.1927333333333,error
nnls,59725.396,995.423266666667
nnls,0,0,success
ranger,59726.921,995.448683333333
ranger,0,0,success
svmLinear2,59872.268,997.871133333333
svmLinear2,0,0,success
treebag,61086.818,1018.11363333333
treebag,0,0,success
