fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,teamChemistry,playoffs
122.91875,248.31875,0.30744375,32.240625,82.746875,0.231121875,88.0125,184.21875,0.292878125,0.26124375,53.14375,72.11562500000001,26.75,100.40937500000001,129.253125,79.19375000000001,32.106249999999996,15.421875,51.18125,63.13125,374.859375,394.0,True
85.22727272727273,194.40454545454543,0.3015613636363636,18.963636363636365,58.0159090909091,0.20746363636363638,64.26363636363637,139.71818181818182,0.28268863636363634,0.2499409090909091,34.43181818181818,49.72954545454545,24.231818181818184,73.74318181818181,100.25681818181819,52.26818181818182,21.422727272727272,8.620454545454546,37.35227272727273,55.01590909090908,267.4522727272727,680.0,True
101.87894736842105,216.79999999999998,0.29337631578947365,18.98157894736842,56.9,0.15921315789473686,81.10526315789474,177.03684210526316,0.2741710526315789,0.23280526315789474,46.58947368421053,66.5842105263158,29.08421052631579,86.67894736842106,117.43947368421053,56.98947368421054,20.83157894736842,12.70526315789474,43.42631578947368,58.53684210526316,301.24210526315784,396.0,True
129.4714285714286,295.34285714285716,0.2875178571428571,29.785714285714285,83.9,0.1976642857142857,93.88571428571429,213.29285714285714,0.26623214285714286,0.23855714285714286,65.66428571428571,92.51785714285714,40.646428571428565,124.04285714285716,168.29285714285714,68.32142857142857,25.135714285714283,21.778571428571432,57.38214285714286,73.50357142857142,419.88571428571424,390.0,True
107.79411764705883,252.8235294117647,0.2888735294117647,19.08529411764706,60.670588235294126,0.22229117647058824,83.25882352941177,199.1764705882353,0.2617294117647059,0.2426,51.84705882352941,73.6735294117647,30.03235294117647,104.59411764705884,136.66176470588235,57.48235294117647,20.241176470588236,18.17058823529412,40.976470588235294,61.73235294117647,323.9852941176471,414.0,False
88.685,200.04,0.29374500000000003,27.244999999999997,74.2625,0.15988750000000002,61.85,129.44,0.27153,0.24507500000000002,42.535,60.864999999999995,26.490000000000002,78.79,107.67750000000001,46.855000000000004,21.085,10.760000000000002,41.525,51.545,300.15749999999997,618.0,True
101.59473684210526,225.02631578947367,0.3150710526315789,23.968421052631577,68.73421052631579,0.1784447368421053,72.53684210526316,152.0578947368421,0.2915315789473684,0.25505263157894736,42.51578947368421,61.731578947368426,27.260526315789477,84.96842105263158,114.28421052631579,60.32631578947369,24.705263157894734,12.623684210526315,39.96315789473684,58.78947368421053,322.9947368421052,454.0,True
92.38000000000001,212.13000000000002,0.3014325,22.25,68.11500000000001,0.1947575,70.38,157.565,0.2712475,0.25359,44.239999999999995,65.91,31.72,83.4925,117.3075,56.519999999999996,22.035,12.530000000000001,42.5375,66.0175,295.71999999999997,608.0,False
93.56,211.35,0.275775,23.075,67.0025,0.1977525,69.31,156.245,0.26934,0.234525,39.644999999999996,61.2875,34.347500000000004,84.0275,120.325,55.339999999999996,21.185,13.507500000000002,38.4325,54.29,287.5075,480.0,False
138.55333333333334,291.28,0.34961000000000003,39.169999999999995,97.62666666666668,0.15464333333333335,96.33333333333333,201.64,0.3212933333333333,0.27532,54.22666666666667,74.5,34.53666666666666,116.98666666666668,154.19,85.9,35.46,21.82,57.626666666666665,76.40666666666667,428.6166666666667,454.0,True
83.85499999999999,199.845,0.29191500000000004,31.1475,89.11749999999999,0.1985125,56.620000000000005,117.14000000000001,0.2852325,0.2492,40.855000000000004,64.8725,27.317500000000003,78.6125,108.59250000000002,45.82000000000001,26.7,12.655000000000001,49.402499999999996,61.61,300.2575,582.0,True
119.6125,256.26875,0.30425625,25.73125,73.0,0.207265625,90.7,204.08749999999998,0.2811,0.2539375,55.18125,77.01875,34.528125,112.9,149.540625,65.99375,22.225,16.459375,50.246875,76.51875,357.4625,312.0,False
98.245,211.705,0.27849,28.0425,74.29249999999999,0.23566250000000002,69.15,141.16,0.25657,0.24963000000000002,43.61,68.1575,25.827499999999997,86.96000000000001,114.255,62.09000000000001,22.375,13.9875,36.072500000000005,59.9825,311.45500000000004,478.0,True
104.69999999999999,235.43333333333334,0.28591666666666665,20.177777777777777,58.5,0.17780555555555555,82.65555555555555,190.5,0.25251666666666667,0.2326222222222222,48.833333333333336,70.38888888888889,32.99166666666667,93.20833333333333,128.67222222222222,56.37222222222223,22.522222222222222,13.358333333333334,43.166666666666664,67.49722222222222,318.97222222222223,372.0,False
100.9421052631579,213.35789473684213,0.31497631578947366,15.394736842105264,45.189473684210526,0.17659736842105264,82.97894736842105,182.09473684210528,0.28679473684210527,0.24849473684210527,47.23157894736842,65.88684210526316,26.389473684210525,88.75,117.5578947368421,52.72631578947369,25.49473684210526,12.510526315789475,42.578947368421055,57.22105263157895,301.5921052631579,536.0,True
82.5,178.1047619047619,0.29834285714285713,16.121428571428574,48.385714285714286,0.22605238095238098,63.37142857142857,135.45238095238096,0.2742047619047619,0.2541285714285714,42.695238095238096,61.60952380952381,21.123809523809523,73.89761904761906,96.68095238095239,46.74761904761905,21.79047619047619,12.290476190476191,40.34761904761905,53.44047619047619,263.0880952380952,608.0,False
94.6,209.325,0.314295,18.0275,49.7175,0.14504750000000002,71.64,161.4,0.289455,0.251635,41.05,57.282500000000006,27.365,77.4975,106.8975,57.79,27.744999999999997,13.4525,49.2,62.86,286.1875,552.0,True
69.444,159.92,0.302286,10.82,32.288000000000004,0.165962,56.528,130.08,0.275628,0.238996,39.032,54.096000000000004,22.9,59.35,83.918,42.148,18.3,9.008000000000001,34.442,43.292,227.69799999999998,748.0,False
