fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,teamChemistry,playoffs
121.9,284.3470588,0.255697059,0,0,0,117.1294118,297.4705882,0.221141176,0.192964706,69.42941176,112.6235294,0,0,174.6323529,56.55294118,0,0,0,78.63823529,369.2088235,390,FALSE
210.4090909,449.7818182,0.302727273,0,0,0,194.7818182,462.2636364,0.263890909,0.2242,129.1727273,181.8090909,0,0,284,117.9727273,0,0,0,133.4227273,637.9636364,288,TRUE
176.3833333,413.0333333,0.26645,0,0,0,162.3,422.0916667,0.231929167,0.2032,115.9,171.7875,0,0,257.7791667,82.725,0,0,0,118.7875,548.0666667,412,TRUE
160.7846154,377.9307692,0.260088462,0,0,0,147.2769231,368.9307692,0.226153846,0.194807692,112.0153846,160.75,0,0,237.9423077,76.63846154,0,0,0,111.7769231,519.6538462,402,TRUE
136.68,333.3533333,0.29823,0,0,0,128.1466667,330.8066667,0.2692,0.24732,69.88,109.7233333,0,0,188.8233333,60.06666667,0,0,0,95.49333333,433.15,334,FALSE
206.2583333,412.35,0.280129167,0,0,0,204.15,478.2583333,0.245054167,0.2213,113.5916667,185.725,0,0,280.775,107.3416667,0,0,0,113.25,594.1541667,266,TRUE
97.9952381,228.4285714,0.2833,0,0,0,94.32380952,229.6619048,0.257419048,0.234980952,59.86666667,87.33095238,0,0,138.8904762,48.96190476,0,0,0,71.0547619,321.8904762,700,FALSE
182.825,429.4916667,0.265475,0,0,0,169.6,437.1166667,0.230733333,0.198316667,112.2333333,155.2166667,0,0,266.5125,88.90833333,0,0,0,134.4583333,572.425,426,TRUE
165.9307692,394.6153846,0.28805,0,0,0,154.5692308,391.4538462,0.258053846,0.232461538,90.79230769,138.4653846,0,0,251.55,88.49230769,0,0,0,109.3807692,518.55,626,TRUE
127.4823529,266.8058824,0.299770588,0,0,0,125.1529412,289.5058824,0.270476471,0.246088235,76.2,119.5117647,0,0,175.0441176,63.17647059,0,0,0,87.18823529,379.2823529,384,FALSE
181.9083333,386.2,0.2646375,0,0,0,168.8833333,392.2333333,0.231525,0.200991667,113.3583333,161.1625,0,0,253.8291667,93.88333333,0,0,0,127.7416667,565.3166667,394,TRUE
164.3583333,386,0.291925,0,0,0,155.5666667,389.4416667,0.254491667,0.215808333,95.19166667,148.375,0,0,231.4208333,71.34166667,0,0,0,126.3791667,535.7041667,406,TRUE
179.0272727,421.1636364,0.289922727,0,0,0,165.6909091,407.3272727,0.252713636,0.215772727,116.4090909,166.6863636,0,0,262.1136364,80.36363636,0,0,0,114.8590909,594.8954545,356,TRUE
124.575,301.75,0.30191875,0,0,0,113.3375,285.75,0.2711875,0.24128125,70.6875,109.078125,0,0,160.55625,56.55,0,0,0,91.128125,394.46875,450,FALSE
153.56875,300.29375,0.301784375,0,0,0,149.9125,345.24375,0.271584375,0.24983125,73.3625,121.696875,0,0,197.834375,75.625,0,0,0,81.2625,421.846875,424,FALSE
127.56,291.78,0.30449,0,0,0,121.48,300.3333333,0.266346667,0.225726667,77.26666667,118.8733333,0,0,184.07,67.02,0,0,0,96.68666667,412.2733333,520,TRUE
158.5923077,367.4923077,0.291911538,0,0,0,147.5538462,354.0923077,0.253442308,0.221684615,105.4461538,144.2807692,0,0,213.0807692,75.60769231,0,0,0,118.0038462,530.2,542,TRUE
124.03125,275.5625,0.328159375,0,0,0,120.55,287.06875,0.2994,0.2685625,75.13125,120.94375,0,0,193.24375,48.11875,0,0,0,88.95,395.05,354,FALSE
166.6583333,407.7,0.2653625,0,0,0,159.35,409.2416667,0.231145833,0.201983333,82.175,129.8125,0,0,280.85,75.725,0,0,0,121,530.3291667,566,TRUE
178.5,385.575,0.281625,0,0,0,163.1,384.4333333,0.244845833,0.214941667,115.6333333,157.5375,0,0,248.3166667,99.51666667,0,0,0,121.7541667,547.0333333,466,TRUE
133.1733333,307.58,0.28509,0,0,0,124.56,317.04,0.24694,0.213526667,74.72,115.3433333,0,0,188.71,59.75333333,0,0,0,103.7566667,407.46,544,FALSE
161.1166667,370.975,0.308375,0,0,0,145.8166667,358.3416667,0.272629167,0.235425,113.075,155.675,0,0,230.5583333,76.49166667,0,0,0,117.7791667,521.7166667,358,TRUE
116,253.0666667,0.320230556,0,0,0,109.6333333,260.8888889,0.280877778,0.244211111,63.27222222,101.2083333,0,0,154.7472222,48.91666667,0,0,0,86.25277778,354.6027778,540,FALSE
143.8642857,342.2142857,0.244982143,0,0,0,132.4714286,343.4571429,0.212639286,0.188935714,93.47857143,131.0357143,0,0,201.7464286,67.12142857,0,0,0,110.1821429,455.8,602,TRUE
194.4545455,394.8727273,0.276518182,0,0,0,190.3636364,447.9818182,0.241240909,0.210218182,102.0818182,176.55,0,0,292.7818182,99.21818182,0,0,0,121.4818182,555.5954545,304,TRUE
134.35,315.9785714,0.25635,0,0,0,126.6571429,314.2214286,0.222353571,0.193507143,84.50714286,124.3178571,0,0,193.7928571,69.37142857,0,0,0,111.8714286,443.2071429,520,TRUE
146.1071429,320.2928571,0.252675,0,0,0,137.8714286,328.5357143,0.218667857,0.188528571,94.47857143,146.9071429,0,0,209.4035714,63.90714286,0,0,0,103.3642857,459.6642857,356,TRUE
148.9076923,392.7,0.281711538,0,0,0,137.0615385,363.1846154,0.246307692,0.210546154,80.63846154,123.9576923,0,0,257.0653846,72.17692308,0,0,0,108.9730769,488.4038462,490,TRUE
