RMSE,Rsquared,MAE,Model
0.0181242197408582,0.594283145101388,0.00263799430207883,avNNet
0.0117403339247895,0.703516057204109,0.00153528564837281,avNNet
0.0149255840815475,0.765990458329197,0.00193932540958187,avNNet
0.0163410451232585,0.696577485214413,0.00190494312784646,avNNet
0.0175549049333008,0.701967404808319,0.00248208523097749,avNNet
0.0250436442760639,0.730180439536792,0.00365046312257414,avNNet
0.0163619164653026,0.690441633763854,0.00275099011266284,avNNet
0.0188230107723264,0.76045213861844,0.00248493876352628,avNNet
0.0170628523594078,0.741627750334515,0.00237225172568593,avNNet
0.0143495690358502,0.651124847787619,0.00177230393538575,avNNet
0.0136983595103666,0.751020895524455,0.00202903987676525,avNNet
0.0142692819760958,0.697519637231246,0.00190994053674733,avNNet
0.0158016066880572,0.689141778238907,0.00195780420674355,avNNet
0.0218294555714723,0.701332419084302,0.0027430586890888,avNNet
0.0190225813747358,0.641017339695428,0.00257655155941991,avNNet
0.014085699412587,0.625090575669332,0.00188083426398931,avNNet
0.0173844419573905,0.728432774142304,0.00214845836510933,avNNet
0.0173913894032666,0.675105142793644,0.00218274666878376,avNNet
0.017233303599314,0.654988534851977,0.00258565275586289,avNNet
0.0167891150054397,0.68550818450792,0.0022001739941178,avNNet
0.0145352757429246,0.72676939228237,0.00260821841071908,avNNet
0.019564283500901,0.62975295328937,0.00275352236293312,avNNet
0.0158856002653407,0.669966537263119,0.00263834670560028,avNNet
0.0174328005551511,0.71749108277684,0.00272658090115846,avNNet
0.0133792739951308,0.735317111219191,0.00181305285667686,avNNet
0.0167813171164735,0.447313716836463,0.00708218727941684,nnet
0.0201949732430082,0.426934698551708,0.00761021084572101,nnet
0.0173701142030642,0.467265233971888,0.00734294959755901,nnet
0.0187750400031649,0.475295860628524,0.00765215181331506,nnet
0.0207823591273742,0.448876704281046,0.00775616607894234,nnet
0.0233924527666207,0.42604180674504,0.00829905236137782,nnet
0.0210073775800181,0.445431690078966,0.0080354459227623,nnet
0.0192340769748176,0.457416412411314,0.00747711225065762,nnet
0.0217225075038062,0.434207965665566,0.0078412985415357,nnet
0.0185315116580582,0.380560128935376,0.00758012632004762,nnet
0.0214294945021272,0.415389317161745,0.00781859189167527,nnet
0.0182295070935859,0.417426655401799,0.00736817826544385,nnet
0.0180255643460416,0.492151857201573,0.00715849518267041,nnet
0.0218996803399857,0.474115721097944,0.00795688829791526,nnet
0.0197066730049136,0.438961790758172,0.00743762568419614,nnet
0.0205211703536677,0.425721206547922,0.00776137078163837,nnet
0.0185797996521053,0.467347582598075,0.00735813684431017,nnet
0.0204647372952865,0.442867423274246,0.00772068151056802,nnet
0.0186940299882945,0.420440793719898,0.0071976747996464,nnet
0.0206294163523144,0.434000537913776,0.00777370670787461,nnet
0.019361049299857,0.429346944894636,0.00764484798069301,nnet
0.0198647318079087,0.427254367284,0.00771153734971579,nnet
0.0193903831365073,0.447224318454735,0.00779590953104534,nnet
0.0206829022975706,0.445901737876708,0.00773022683615444,nnet
0.0185710725784068,0.408028716534922,0.00750867818943011,nnet
0.0160024634710171,0.540166209214229,0.00476525036316737,pcaNNet
0.0138038607872268,0.613887949020953,0.00455985603702353,pcaNNet
0.0156292761172789,0.647490083793247,0.00487644336619696,pcaNNet
0.0149364437143016,0.58648711587147,0.00465020958960699,pcaNNet
0.0158363462314677,0.611996297148712,0.00496709252041539,pcaNNet
0.0171888137100357,0.60343037366977,0.0052618861344784,pcaNNet
0.0185314024308033,0.619081406550335,0.0054910947680584,pcaNNet
0.0159935087934761,0.659229963400831,0.00540593703461091,pcaNNet
0.0157877012642705,0.624398974441928,0.00478244453104489,pcaNNet
0.0168079119616645,0.651134994076481,0.00521084216130819,pcaNNet
0.0155222190816961,0.561196419482919,0.00528440729760556,pcaNNet
0.0177435584294842,0.584240872144538,0.00500866716736166,pcaNNet
0.0149288011012354,0.599217134589706,0.00489606943535049,pcaNNet
0.0147627326909908,0.644373436711016,0.00461221718039992,pcaNNet
0.0168779892976798,0.663859737190042,0.0051075452090902,pcaNNet
0.0163573174273468,0.601108815425573,0.0051623283813186,pcaNNet
0.0163688908622242,0.623780103608836,0.00548667393929496,pcaNNet
0.0149818090532833,0.642661849507836,0.00504816347992986,pcaNNet
0.0163584374772619,0.629465725425208,0.0048010607382506,pcaNNet
0.0148473600777922,0.621767574704919,0.00457133881568376,pcaNNet
0.0157612905726141,0.651712466058649,0.00496443055507696,pcaNNet
0.0154633040135635,0.62264770355795,0.00495845428275884,pcaNNet
0.0157189647025917,0.625668975828296,0.00490253965774808,pcaNNet
0.0160512783926148,0.601003088826176,0.00519783495160288,pcaNNet
0.0157743360599843,0.66020380052535,0.00468989241873123,pcaNNet
0.0200445853170013,0.370016521050087,0.00504608623913184,bagEarth
0.0198337308346147,0.354243190622129,0.00487223610244725,bagEarth
0.0224559161646448,0.33925232565215,0.00541443255844706,bagEarth
0.0204833740881659,0.310257928845688,0.00503371952011341,bagEarth
0.0201049125585997,0.363620739020412,0.00502668515141338,bagEarth
0.0189992670574862,0.30521207944851,0.00540735622385309,bagEarth
0.0231314644243003,0.332648707934152,0.004833639978998,bagEarth
0.0220409523940105,0.291232112182507,0.00435764708404428,bagEarth
0.0207298525972133,0.337267490525686,0.0049425417786068,bagEarth
0.0196730237792526,0.312140690672844,0.00429542139452943,bagEarth
0.0201120637739813,0.349615230812701,0.00496337408092757,bagEarth
NA,NA,NA,bagEarth
0.0197956510381376,0.317031630511909,0.00489322466402391,bagEarth
0.0212027035333509,0.318061410669735,0.00468993534742871,bagEarth
0.0216772447844144,0.34784171577747,0.0046221207047866,bagEarth
0.0202117643694624,0.215595963664743,0.00437481412827625,bagEarth
0.0195982559974409,0.284344178054207,0.00482771246848622,bagEarth
0.0239390779935628,0.330616638821258,0.00466208855342215,bagEarth
0.021364033384258,0.301538155181839,0.00460212763394862,bagEarth
0.0218611562346908,0.329051142486379,0.00517510515966131,bagEarth
0.0224409270553573,0.311732901961185,0.00502703241750191,bagEarth
0.0197530720733581,0.31005139601795,0.00509839649090514,bagEarth
0.0222320703045202,0.296782061233626,0.00438629377772012,bagEarth
0.0207168674372389,0.373052646038858,0.00509422219212179,bagEarth
0.0203384084817087,0.323078636097373,0.00490509022026751,bagEarth
0.0223124027742622,0.352731955609532,0.00569013860059912,gamboost
0.0189713521925739,0.388721146220805,0.00570929730405116,gamboost
0.020008864395945,0.371754334620535,0.00563917427318135,gamboost
0.0189278126025168,0.302769072857592,0.00575070498878739,gamboost
0.0220626886192303,0.406385048268144,0.00582236958291683,gamboost
0.0212145781689228,0.343317882970504,0.00562952010034204,gamboost
0.0200044966645186,0.384171778610495,0.00563314899336866,gamboost
0.0194881990403154,0.322223204689357,0.00546074532936709,gamboost
0.0194068009540855,0.396112072601254,0.00556738772002127,gamboost
0.0209033075464116,0.379575483956382,0.0056654503161974,gamboost
0.0202742811269565,0.355707058055975,0.00595525822389193,gamboost
0.0194997758901712,0.364093938473529,0.00563037671391948,gamboost
0.0210834599335137,0.387264334876256,0.00545598121799104,gamboost
0.018346486298726,0.312212563372634,0.00565600464290475,gamboost
0.0178717868539694,0.377686843737763,0.00568474462930447,gamboost
0.0231427032380642,0.379699088507342,0.00572577589077496,gamboost
0.0199798080049765,0.35659790561911,0.00584955363824907,gamboost
0.0208663405506825,0.389175434637777,0.00576303661082741,gamboost
0.021724304312508,0.365254304792441,0.00595101832638714,gamboost
0.0191625392317654,0.311643768017348,0.00574355248798693,gamboost
0.0208315506292592,0.361690835524635,0.00541118127545775,gamboost
0.0206061125398491,0.38315569271252,0.00536085657717687,gamboost
0.0199028699796345,0.347077967021603,0.00555301444174942,gamboost
0.0196722859896133,0.296954783666108,0.00580317304980715,gamboost
0.0200734707050233,0.387759458236021,0.00535925839803424,gamboost
0.0252568369015726,0.18023892523257,0.00734621432024154,glmboost
0.0219334570159537,0.186976089681271,0.00732542789072782,glmboost
0.0228899039566365,0.180830910592165,0.00735506048174662,glmboost
0.0209172250354168,0.140538002406014,0.00724639177710861,glmboost
0.0256747098018881,0.194775076380156,0.00741545242186404,glmboost
0.0238951465504938,0.175930234004609,0.00727374914808346,glmboost
0.0231126515857244,0.182922447440145,0.00703496820074256,glmboost
0.0216419831761986,0.165329204051025,0.00714785982230328,glmboost
0.0225672446247051,0.187267426511297,0.00723509459982977,glmboost
0.0240123012979249,0.188010213317577,0.00727240676970655,glmboost
0.0229229158659954,0.176911626155703,0.00756166997866877,glmboost
0.0223468226339757,0.163163288344539,0.00751964865334505,glmboost
0.0243121710049221,0.190089402788011,0.00740538634861877,glmboost
0.0197065287837135,0.153416798459758,0.00750111293164149,glmboost
0.0208498601522832,0.154932109039159,0.00755943467652974,glmboost
0.0266015724626632,0.192751191775253,0.00721880700122047,glmboost
0.0227070102127773,0.165554097300766,0.00760367013914362,glmboost
0.0241675462327883,0.194622699300707,0.00697274015209235,glmboost
0.0246490751408654,0.181330385095605,0.00735528800180134,glmboost
0.0210178122507584,0.163148893334311,0.00714660487342987,glmboost
0.0238401662864762,0.166939510944985,0.00746483989443947,glmboost
0.0238500472401119,0.18144449779721,0.0070677338564365,glmboost
0.022569665276484,0.162301791340891,0.00716809032798662,glmboost
0.0215632581266015,0.139609260703277,0.00789100875654371,glmboost
0.0232912503741762,0.181499130316228,0.00696103544598074,glmboost
0.0161194162029108,0.521253549494328,0.00222254226894932,cubist
0.0118455818182273,0.695774227891363,0.00167988352452815,cubist
0.0151845660615728,0.647359749640197,0.0022401771583024,cubist
0.0136210959744318,0.64169177433092,0.00193388963875046,cubist
0.0146240081936623,0.654067611737811,0.00205715681936539,cubist
0.014310240711673,0.707509072584678,0.00209984408645804,cubist
0.0150508944540775,0.690110045675091,0.00225181321561092,cubist
0.0160395592973257,0.696037503402988,0.00233836532566555,cubist
0.0144658553490217,0.708077226977794,0.0022354155074365,cubist
0.0147606476407686,0.658243630191766,0.00209269114997174,cubist
0.0157729442038054,0.676841510187558,0.00216186528931509,cubist
0.0148578851947452,0.570891681430081,0.00208589427772293,cubist
0.0165134841296203,0.633405801916193,0.00218014959692019,cubist
0.0139260421377558,0.638174213307284,0.00191601224292581,cubist
0.0141726458845865,0.661489119106816,0.00199596239240429,cubist
0.0157646765480662,0.689797535618547,0.00230701499426451,cubist
0.0155242863886449,0.631764699342817,0.0022027536415978,cubist
0.01572428871264,0.635973113986287,0.00229022648262759,cubist
0.0139179806101862,0.677786423299773,0.00188494903641384,cubist
0.0160382098572483,0.625839811032151,0.00217722139549069,cubist
0.0139692306645823,0.655304951631612,0.00187660294534972,cubist
0.0144774017159139,0.693414495003796,0.00202401653428037,cubist
0.0144412678752645,0.658831025212633,0.00210056061747057,cubist
0.0148336576309771,0.653850074573923,0.00217065873535102,cubist
0.0139298461287775,0.68758617270284,0.00216674669254918,cubist
0.0247124970077485,0.204032139679837,0.00361140053043,svmLinear
0.0257293450847209,0.204420911968893,0.0036373561618365,svmLinear
0.0244479025910571,0.19969393895951,0.00363297770893548,svmLinear
0.0239248459367205,0.185695108509972,0.0034030006907604,svmLinear
0.0237811170966593,0.190203257560095,0.00348066309198104,svmLinear
0.0277598050113838,0.219957833421505,0.00399791778233457,svmLinear
0.0232301367656231,0.181635491280666,0.00339003419263492,svmLinear
0.0247287100762888,0.196743570099514,0.00356201950355811,svmLinear
0.0271675489209497,0.20853366487354,0.00397189077498661,svmLinear
0.0220706474936825,0.162323904833257,0.00304229826297372,svmLinear
0.0249711479144537,0.199181026342355,0.00365464913865063,svmLinear
0.025939084679347,0.209380058741273,0.00366679384434874,svmLinear
0.0263238196572358,0.212435623158337,0.00384527810892616,svmLinear
0.0286857370797565,0.22010665716216,0.00411828163408531,svmLinear
0.0266212459259412,0.187118106742538,0.00381822263262226,svmLinear
0.0257030797020289,0.200639610390898,0.00366079496557951,svmLinear
0.0251349330352991,0.195746754499931,0.0035735551814301,svmLinear
0.0221672109368861,0.159414971599592,0.00316093992201692,svmLinear
0.026148712490125,0.208214023746618,0.00371965604885912,svmLinear
0.0255831478261966,0.205584631161907,0.00365808624113499,svmLinear
0.0226535635000157,0.172468802348426,0.00325778363986747,svmLinear
0.0207959617971465,0.17424881462134,0.0030610738248761,svmLinear
0.0243328343041648,0.186141687795066,0.003487430586285,svmLinear
0.0225159865740708,0.172219602261663,0.00322817366471187,svmLinear
0.0241654139220496,0.190023490156229,0.00340802525612188,svmLinear
0.022826547606448,0.553318667735426,0.00254178658960664,glm.nb
0.0194872231295053,0.55944080205404,0.00233112067285358,glm.nb
0.0176028382573809,0.592697447845293,0.00225351513589022,glm.nb
0.0144648044744521,0.643467017071396,0.00193935195533228,glm.nb
0.0293469737817344,0.472031953465518,0.00274312112306722,glm.nb
0.0190634778819194,0.575434847856209,0.00234054687724555,glm.nb
0.0168834677298374,0.558967111219898,0.0022636363843087,glm.nb
0.0177463714460602,0.543784320816971,0.00222814864208353,glm.nb
NA,NA,NA,glm.nb
0.0231648491015509,0.596421611772263,0.00251392633701412,glm.nb
0.0178651675210582,0.609435787430996,0.00232689914772182,glm.nb
NA,NA,NA,glm.nb
0.0168983334495944,0.624042829026341,0.00236720552744608,glm.nb
0.014584075653427,0.635794900747252,0.00188793424204923,glm.nb
0.0181651599303167,0.57613294128084,0.0020761288174421,glm.nb
0.0287820362874354,0.535039319323922,0.00302266215490646,glm.nb
NA,NA,NA,glm.nb
NA,NA,NA,glm.nb
0.019330219596902,0.501263887938823,0.00253229250290306,glm.nb
NA,NA,NA,glm.nb
0.0211779471083174,0.588095104309203,0.00263991848708825,glm.nb
0.0437500883643064,0.423269692280926,0.0032604077069219,glm.nb
NA,NA,NA,glm.nb
0.019991183463768,0.452908130387018,0.0023021582007031,glm.nb
0.0243417401834602,0.503454058104698,0.00224077161136862,glm.nb
0.0263267298829668,0.223046602074272,0.00293977942752655,rlm
0.0269710641231901,0.228995851285469,0.00313163690274747,rlm
0.0262147400167211,0.21893096625374,0.0029561780088703,rlm
0.0245634268374881,0.199294506193502,0.00261694332457394,rlm
0.0238166335350096,0.194996396754999,0.00264594728187044,rlm
0.0250872252353729,0.217184482402684,0.00289554108147412,rlm
0.029296912071712,0.22779142001331,0.00347904469022871,rlm
0.0253622763929897,0.218791746515788,0.00287848193225618,rlm
0.0232905221117717,0.182694688044525,0.00242334347655544,rlm
0.0244120203305245,0.215886838490156,0.0026896761764808,rlm
0.0253877236288012,0.209342333885392,0.00280924597194499,rlm
0.0284053468813652,0.242867798339506,0.00329769402360166,rlm
0.0271950276043926,0.207562754449108,0.00312351926804396,rlm
