Model,Accuracy,Sensitivity,Specificity,Precision,Recall,F1,Baccuracy
bayesglm,0.899786780383795,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.869473684210526,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.885775862068966,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.899141630901288,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.894514767932489,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.858012170385396,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.877995642701525,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.888429752066116,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.874449339207048,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.89937106918239,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.893478260869565,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.884444444444444,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.876623376623377,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.885416666666667,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.871308016877637,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.875,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.887525562372188,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.910284463894967,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.903361344537815,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.895277207392197,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.882978723404255,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.887473460721868,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.883817427385892,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.867391304347826,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
bayesglm,0.88470066518847,0.853070175438597,0.918325326012354,0.913970721127779,0.853070175438597,0.882470988569933,0.885697750725475
glm,0.899786780383795,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.867368421052632,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.885775862068966,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.899141630901288,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.89662447257384,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.858012170385396,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.880174291938998,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.888429752066116,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.876651982378855,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.89937106918239,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.893478260869565,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.884444444444444,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.878787878787879,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.88125,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.873417721518987,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.870762711864407,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.887525562372188,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.908096280087527,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.901260504201681,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.893223819301848,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.882978723404255,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.887473460721868,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.881742738589212,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.871739130434783,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
glm,0.882483370288248,0.85357624831309,0.917295813315031,0.913027787802237,0.85357624831309,0.882301656495205,0.885436030814061
blackboost,0.917021276595745,0.880229419703104,0.943548387096774,0.940688660537227,0.880229419703104,0.909455337690632,0.911888903399939
blackboost,0.898089171974522,0.880229419703104,0.943548387096774,0.940688660537227,0.880229419703104,0.909455337690632,0.911888903399939
blackboost,0.922290388548057,0.880229419703104,0.943548387096774,0.940688660537227,0.880229419703104,0.909455337690632,0.911888903399939
blackboost,0.921225382932166,0.880229419703104,0.943548387096774,0.940688660537227,0.880229419703104,0.909455337690632,0.911888903399939
blackboost,0.902489626556017,0.880229419703104,0.943548387096774,0.940688660537227,0.880229419703104,0.909455337690632,0.911888903399939
blackboost,0.92,0.880229419703104,0.943548387096774,0.940688660537227,0.880229419703104,0.909455337690632,0.911888903399939
blackboost,0.9004329004329,0.880229419703104,0.943548387096774,0.940688660537227,0.880229419703104,0.909455337690632,0.911888903399939
blackboost,0.904166666666667,0.880229419703104,0.943548387096774,0.940688660537227,0.880229419703104,0.909455337690632,0.911888903399939
