Model,Accuracy,Sensitivity,Specificity,Precision,Recall,F1,Baccuracy
bayesglm,0.781163434903047,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.793565683646113,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.776203966005666,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.776504297994269,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.785515320334262,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.762942779291553,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.743440233236152,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.776280323450135,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.773371104815864,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.773224043715847,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.768361581920904,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.737837837837838,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.765042979942693,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.786885245901639,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.783561643835616,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.778735632183908,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.747875354107649,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.758426966292135,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.771587743732591,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.793201133144476,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.768392370572207,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.746518105849582,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.778082191780822,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.789915966386555,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
bayesglm,0.811671087533157,0.738160178527151,0.801814516129032,0.751767676767677,0.738160178527151,0.744901789065432,0.769987347328092
glm,0.778393351800554,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.796246648793566,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.773371104815864,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.773638968481375,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.782729805013928,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.771117166212534,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.743440233236152,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.776280323450135,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.770538243626062,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.781420765027322,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.768361581920904,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.735135135135135,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.765042979942693,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.778688524590164,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.780821917808219,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.78448275862069,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.745042492917847,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.74438202247191,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.752089136490251,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.776203966005666,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.757493188010899,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.738161559888579,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.778082191780822,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.789915966386555,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
glm,0.79840848806366,0.737416315397967,0.795967741935484,0.746111389864526,0.737416315397967,0.741738371368001,0.766692028666725
blackboost,0.649025069637883,0.649392511777833,0.731854838709677,0.663205874905039,0.649392511777833,0.656226509646705,0.690623675243755
blackboost,0.719346049046321,0.649392511777833,0.731854838709677,0.663205874905039,0.649392511777833,0.656226509646705,0.690623675243755
blackboost,0.671348314606742,0.649392511777833,0.731854838709677,0.663205874905039,0.649392511777833,0.656226509646705,0.690623675243755
blackboost,0.69971671388102,0.649392511777833,0.731854838709677,0.663205874905039,0.649392511777833,0.656226509646705,0.690623675243755
blackboost,0.702185792349727,0.649392511777833,0.731854838709677,0.663205874905039,0.649392511777833,0.656226509646705,0.690623675243755
