Model,Accuracy,Sensitivity,Specificity,Precision,Recall,F1,Baccuracy
bayesglm,0.633262260127932,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.650526315789474,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.644396551724138,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.624463519313305,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.609704641350211,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.659229208924949,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.61437908496732,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.611570247933884,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.687224669603524,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.628930817610063,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.61304347826087,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.637777777777778,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.638528138528139,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.65,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.635021097046414,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.63771186440678,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.642126789366053,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.665207877461707,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.596638655462185,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
bayesglm,0.62217659137577,0.628174330816747,0.639844804318489,0.631642512077295,0.628174330816747,0.629903647625602,0.634009567567618
